8:24:00,1,生活活動,
8:25:00,0,計測なし,
8:26:00,0,計測なし,
8:27:00,0,計測なし,
8:28:00,0,計測なし,
8:29:00,0,計測なし,
8:30:00,0,計測なし,
8:31:00,0,計測なし,
8:32:00,0,計測なし,
8:33:00,0,計測なし,
8:34:00,0,計測なし,
8:35:00,0,計測なし,
8:36:00,0,計測なし,
8:37:00,0,計測なし,
8:38:00,0,計測なし,
8:39:00,1,生活活動,
8:40:00,0,計測なし,
8:41:00,0,計測なし,
8:42:00,0,計測なし,
8:43:00,0,計測なし,
8:44:00,0,計測なし,
8:45:00,0,計測なし,
8:46:00,0,計測なし,
8:47:00,0,計測なし,
8:48:00,0,計測なし,
8:49:00,0,計測なし,
8:50:00,0,計測なし,
8:51:00,0,計測なし,
8:52:00,1,生活活動,
8:53:00,0,計測なし,
8:54:00,0,計測なし,
8:55:00,0,計測なし,
8:56:00,0,計測なし,
8:57:00,0,計測なし,
8:58:00,1,生活活動,
8:59:00,0,計測なし,
9:00:00,0,計測なし,
9:01:00,0,計測なし,
9:02:00,0,計測なし,
9:03:00,0,計測なし,
9:04:00,0,計測なし,59.3
9:05:00,0,計測なし,68
9:06:00,1.3,生活活動,64.5
9:07:00,0,計測なし,61.9
9:08:00,1,生活活動,62.7
9:09:00,1,生活活動,61.8
9:10:00,1.1,生活活動,59.4
9:11:00,1,生活活動,63.5
9:12:00,1,生活活動,63.4
9:13:00,0,計測なし,64.3
9:14:00,1,生活活動,60.7
9:15:00,0,計測なし,58.9
9:16:00,1,生活活動,60
9:17:00,1,生活活動,61.6
9:18:00,0,計測なし,59.3
9:19:00,1,生活活動,61.7
9:20:00,0,計測なし,61.6
9:21:00,0,計測なし,60.9
9:22:00,1,生活活動,62
9:23:00,0,計測なし,62.6
9:24:00,0,計測なし,61.4
9:25:00,0,計測なし,61.5
9:26:00,0,計測なし,63.5
9:27:00,0,計測なし,61.3
9:28:00,0,計測なし,62.5
9:29:00,0,計測なし,65
9:30:00,0,計測なし,58.9
9:31:00,0,計測なし,59.9
9:32:00,1,生活活動,60
9:33:00,0,計測なし,61.8
9:34:00,1,生活活動,78.5
9:35:00,1,生活活動,78.4
9:36:00,1.2,生活活動,77.4
9:37:00,1.8,生活活動,89.3
9:38:00,2.2,生活活動,79.5
9:39:00,2,生活活動,79
9:40:00,2.2,生活活動,74.7
9:41:00,2.3,生活活動,72.8
9:42:00,1.8,生活活動,71.7
9:43:00,2.2,生活活動,72.9
9:44:00,2,生活活動,73.7
9:45:00,1.1,生活活動,74.5
9:46:00,1.2,生活活動,78.2
9:47:00,1.2,生活活動,73.2
9:48:00,1.5,生活活動,69.8
9:49:00,1.3,生活活動,82.2
9:50:00,1.6,生活活動,71.2
9:51:00,1.6,生活活動,68
9:52:00,2.6,歩行,68.7
9:53:00,1.1,生活活動,70.7
9:54:00,1.2,生活活動,83.7
9:55:00,1.2,生活活動,86.1
9:56:00,1.2,生活活動,68.5
9:57:00,2.7,生活活動,68.5
9:58:00,1.8,生活活動,69
9:59:00,1.2,生活活動,70.8
10:00:00,1.1,生活活動,76
10:01:00,1.1,生活活動,72.1
10:02:00,1.2,生活活動,69.8
10:03:00,1.1,生活活動,75.5
10:04:00,1.1,生活活動,74.6
10:05:00,1,生活活動,69.8
10:06:00,1.3,生活活動,70.4
10:07:00,1.4,生活活動,74.7
10:08:00,1,生活活動,78.5
10:09:00,1,生活活動,80.7
10:10:00,1.2,生活活動,74.9
10:11:00,1.1,生活活動,69.8
10:12:00,1.5,生活活動,75.5
10:13:00,1.1,生活活動,82.8
10:14:00,1,生活活動,80.1
10:15:00,1.6,生活活動,76.5
10:16:00,1,生活活動,78.9
10:17:00,1.4,生活活動,73.1
10:18:00,1.4,生活活動,71.1
10:19:00,1.9,生活活動,69.7
10:20:00,1.2,生活活動,68
10:21:00,1.2,生活活動,66.8
10:22:00,1.4,生活活動,69
10:23:00,1,生活活動,69.6
10:24:00,1.1,生活活動,67.3
10:25:00,1.1,生活活動,67
10:26:00,1,生活活動,64
10:27:00,1.2,生活活動,64
10:28:00,1.2,生活活動,64.8
10:29:00,1,生活活動,63.4
10:30:00,1,生活活動,64.3
10:31:00,1.3,生活活動,64.2
10:32:00,1,生活活動,71
10:33:00,1,生活活動,64.7
10:34:00,1,生活活動,65.7
10:35:00,1.4,生活活動,65.9
10:36:00,1.1,生活活動,65.1
10:37:00,1,生活活動,63.3
10:38:00,1.2,生活活動,62.4
10:39:00,1,生活活動,62.1
10:40:00,0,計測なし,67.2
10:41:00,1,生活活動,61.2
10:42:00,1.1,生活活動,61.8
10:43:00,1,生活活動,62.1
10:44:00,0,計測なし,65.5
10:45:00,1,生活活動,64.3
10:46:00,1,生活活動,78.8
10:47:00,1.2,生活活動,79.1
10:48:00,1.3,生活活動,67.8
10:49:00,1.7,生活活動,66.9
10:50:00,1,生活活動,67.4
10:51:00,1,生活活動,66.9
10:52:00,1,生活活動,66.5
10:53:00,0,計測なし,66.4
10:54:00,0,計測なし,70.4
10:55:00,0,計測なし,67.4
10:56:00,0,計測なし,70
10:57:00,1,生活活動,67.8
10:58:00,0,計測なし,73.8
10:59:00,1,生活活動,68.5
11:00:00,1,生活活動,72.2
11:01:00,1,生活活動,67.1
11:02:00,1,生活活動,68.3
11:03:00,1,生活活動,66.3
11:04:00,1,生活活動,66.9
11:05:00,0,計測なし,68
11:06:00,0,計測なし,65.8
11:07:00,0,計測なし,65.6
11:08:00,0,計測なし,65.5
11:09:00,0,計測なし,66.1
11:10:00,1,生活活動,66.8
11:11:00,1,生活活動,66.2
11:12:00,1,生活活動,66.2
11:13:00,1,生活活動,68.8
11:14:00,1,生活活動,65.9
11:15:00,0,計測なし,65.1
11:16:00,1,生活活動,67.8
11:17:00,0,計測なし,67.7
11:18:00,0,計測なし,67.1
11:19:00,0,計測なし,65.6
11:20:00,0,計測なし,70.4
11:21:00,0,計測なし,62.5
11:22:00,0,計測なし,60.5
11:23:00,1.5,生活活動,60.2
11:24:00,1,生活活動,59.1
11:25:00,1,生活活動,59.8
11:26:00,1,生活活動,60
11:27:00,1,生活活動,61.7
